2017-06-02 06:00:00,72,74,74,76,83,48,68
2017-06-02 06:05:00,68,77,87,71,80,71,79
2017-06-02 06:10:00,66,70,77,72,67,74,88
2017-06-02 06:15:00,64,77,76,76,70,69,82
2017-06-02 06:20:00,64,75,69,70,69,68,67
2017-06-02 06:25:00,68,70,96,66,71,69,77
2017-06-02 06:30:00,56,79,77,72,70,79,70
2017-06-02 06:35:00,69,64,88,66,65,68,74
2017-06-02 06:40:00,75,67,84,77,87,76,56
2017-06-02 06:45:00,67,68,80,74,66,73,72
2017-06-02 06:50:00,64,68,86,68,71,81,72
2017-06-02 06:55:00,67,62,79,73,69,70,72
2017-06-02 07:00:00,64,0,83,67,80,72,75
2017-06-02 07:05:00,66,67,90,59,64,70,70
2017-06-02 07:10:00,73,71,80,75,67,71,67
2017-06-02 07:15:00,68,85,83,73,67,77,58
2017-06-02 07:20:00,70,81,75,69,69,76,68
2017-06-02 07:25:00,71,76,84,87,91,79,65
2017-06-02 07:30:00,58,77,86,74,0,88,63
2017-06-02 07:35:00,68,78,83,68,71,67,84
2017-06-02 07:40:00,64,76,88,81,71,77,72
2017-06-02 07:45:00,70,76,79,78,76,78,71
2017-06-02 07:50:00,70,77,72,65,63,76,84
2017-06-02 07:55:00,71,74,83,76,0,72,79
2017-06-02 08:00:00,71,81,85,72,0,71,68
2017-06-02 08:05:00,63,74,79,71,59,72,63
2017-06-02 08:10:00,78,70,77,71,71,69,73
2017-06-02 08:15:00,81,70,81,77,72,73,83
2017-06-02 08:20:00,58,80,78,74,75,78,71
2017-06-02 08:25:00,68,69,83,74,71,74,68
2017-06-02 08:30:00,61,74,84,67,0,75,77
2017-06-02 08:35:00,59,79,82,79,61,73,64
2017-06-02 08:40:00,73,76,79,76,78,75,79
2017-06-02 08:45:00,83,59,77,72,77,76,73
2017-06-02 08:50:00,80,71,88,74,66,72,74
2017-06-02 08:55:00,64,66,84,71,0,76,71
2017-06-02 09:00:00,60,74,77,73,72,73,71
2017-06-02 09:05:00,73,69,79,73,73,72,81
2017-06-02 09:10:00,61,68,79,71,65,70,70
2017-06-02 09:15:00,58,71,80,72,67,73,78
2017-06-02 09:20:00,72,65,79,74,72,80,70
2017-06-02 09:25:00,71,74,79,68,76,83,70
2017-06-02 09:30:00,70,74,75,72,65,75,66
2017-06-02 09:35:00,70,80,89,68,72,69,80
2017-06-02 09:40:00,66,70,75,73,75,73,71
2017-06-02 09:45:00,60,73,75,69,69,72,69
2017-06-02 09:50:00,67,79,77,69,79,77,77
2017-06-02 09:55:00,68,70,76,70,68,68,74
2017-06-02 10:00:00,66,72,75,77,69,70,71
2017-06-02 10:05:00,67,68,78,75,0,75,75
2017-06-02 10:10:00,63,72,79,69,51,73,61
2017-06-02 10:15:00,67,75,78,76,73,72,79
2017-06-02 10:20:00,66,67,72,70,71,74,71
2017-06-02 10:25:00,70,75,79,76,74,79,74
2017-06-02 10:30:00,64,71,84,71,76,72,69
2017-06-02 10:35:00,67,69,71,75,77,69,69
2017-06-02 10:40:00,63,66,74,70,68,72,62
2017-06-02 10:45:00,67,70,69,63,68,72,74
2017-06-02 10:50:00,59,74,77,71,58,69,71
2017-06-02 10:55:00,64,70,78,70,0,59,68
2017-06-02 11:00:00,61,72,78,71,0,69,70
2017-06-02 11:05:00,59,67,77,76,63,73,78
2017-06-02 11:10:00,64,72,76,69,65,67,73
2017-06-02 11:15:00,57,59,72,67,67,67,65
2017-06-02 11:20:00,65,76,67,73,69,67,67
2017-06-02 11:25:00,64,78,74,67,67,68,55
2017-06-02 11:30:00,69,73,79,65,46,76,76
2017-06-02 11:35:00,69,79,75,73,64,71,71
2017-06-02 11:40:00,66,76,74,76,77,75,67
2017-06-02 11:45:00,61,72,76,71,69,70,66
2017-06-02 11:50:00,71,73,78,73,66,64,92
2017-06-02 11:55:00,66,73,79,75,72,68,64
2017-06-02 12:00:00,68,68,80,66,81,66,72
2017-06-02 12:05:00,70,71,79,72,73,75,68
2017-06-02 12:10:00,63,74,84,68,70,75,71
2017-06-02 12:15:00,63,65,75,69,64,60,69
2017-06-02 12:20:00,70,61,73,69,0,66,63
2017-06-02 12:25:00,62,78,77,70,70,73,65
2017-06-02 12:30:00,66,65,69,70,71,68,68
2017-06-02 12:35:00,63,64,78,67,67,68,69
2017-06-02 12:40:00,66,59,76,67,78,64,72
2017-06-02 12:45:00,0,70,71,73,72,70,65
2017-06-02 12:50:00,65,77,72,68,70,70,70
2017-06-02 12:55:00,64,65,78,65,62,67,70
2017-06-02 13:00:00,66,71,72,66,65,67,71
2017-06-02 13:05:00,68,65,79,70,73,73,64
2017-06-02 13:10:00,68,68,72,70,71,72,66
2017-06-02 13:15:00,69,63,76,65,78,69,67
2017-06-02 13:20:00,67,70,80,78,76,70,69
